"species","cultivar","location","repetition","split","year","pheno","measurement_type","pred","residual"
"Apricot","Búlida","Cieza",1,"Calibration",2003,67,"flowering_f50",72.2916666666667,5.29166666666667
"Apricot","Búlida","Cieza",1,"Calibration",2005,71,"flowering_f50",75.25,4.25
"Apricot","Búlida","Cieza",1,"Calibration",2006,67,"flowering_f50",66.8333333333333,-0.166666666666671
"Apricot","Búlida","Cieza",1,"Calibration",2007,64,"flowering_f50",66.5416666666667,2.54166666666667
"Apricot","Búlida","Cieza",1,"Calibration",2008,67,"flowering_f50",61.125,-5.875
"Apricot","Búlida","Cieza",1,"Calibration",2009,63,"flowering_f50",61,-2
"Apricot","Búlida","Cieza",1,"Calibration",2011,60,"flowering_f50",66.3333333333333,6.33333333333333
"Apricot","Búlida","Cieza",1,"Calibration",2014,69,"flowering_f50",59.1666666666667,-9.83333333333334
"Apricot","Búlida","Cieza",1,"Calibration",2016,79,"flowering_f50",78.2916666666667,-0.708333333333329
"Apricot","Búlida","Cieza",1,"Calibration",2017,73,"flowering_f50",63.9583333333333,-9.04166666666667
"Apricot","Búlida","Cieza",1,"Calibration",2018,67,"flowering_f50",65.1666666666667,-1.83333333333333
"Apricot","Búlida","Cieza",1,"Calibration",2019,63,"flowering_f50",62,-1
"Apricot","Búlida","Cieza",1,"Calibration",2020,63,"flowering_f50",63.875,0.875
"Apricot","Búlida","Cieza",1,"Calibration",2022,64,"flowering_f50",64,0
"Apricot","Búlida","Cieza",1,"Validation",2004,66,"flowering_f50",66.125,0.125
"Apricot","Búlida","Cieza",1,"Validation",2010,80,"flowering_f50",83.1666666666667,3.16666666666667
"Apricot","Búlida","Cieza",1,"Validation",2012,74,"flowering_f50",74.1666666666667,0.166666666666671
"Apricot","Búlida","Cieza",1,"Validation",2013,68,"flowering_f50",66.3333333333333,-1.66666666666667
"Apricot","Búlida","Cieza",1,"Validation",2015,68,"flowering_f50",65.2916666666667,-2.70833333333333
"Apricot","Canino","Cieza",1,"Calibration",2004,51,"flowering_f50",54.2916666666667,3.29166666666666
"Apricot","Canino","Cieza",1,"Calibration",2006,66,"flowering_f50",64.8333333333333,-1.16666666666667
"Apricot","Canino","Cieza",1,"Calibration",2008,56,"flowering_f50",58.2083333333333,2.20833333333334
"Apricot","Canino","Cieza",1,"Calibration",2009,51,"flowering_f50",50.25,-0.75
"Apricot","Canino","Cieza",1,"Calibration",2013,49,"flowering_f50",49.4583333333333,0.458333333333336
"Apricot","Canino","Cieza",1,"Calibration",2014,58,"flowering_f50",59.0416666666667,1.04166666666666
"Apricot","Canino","Cieza",1,"Calibration",2021,65,"flowering_f50",62.0833333333333,-2.91666666666666
"Apricot","Canino","Zaragoza",1,"Calibration",2004,75,"flowering_f50",68.1666666666667,-6.83333333333333
"Apricot","Canino","Zaragoza",1,"Calibration",2006,67,"flowering_f50",69.4166666666667,2.41666666666667
"Apricot","Canino","Zaragoza",1,"Calibration",2009,61,"flowering_f50",61.2916666666667,0.291666666666664
"Apricot","Canino","Zaragoza",1,"Calibration",2010,67,"flowering_f50",67.1666666666667,0.166666666666671
"Apricot","Canino","Zaragoza",1,"Calibration",2012,69,"flowering_f50",68.125,-0.875
"Apricot","Canino","Zaragoza",1,"Calibration",2014,58,"flowering_f50",62.2916666666667,4.29166666666666
"Apricot","Canino","Zaragoza",1,"Calibration",2016,57,"flowering_f50",60.2916666666667,3.29166666666666
"Apricot","Canino","Zaragoza",1,"Calibration",2017,57,"flowering_f50",56.3333333333333,-0.666666666666664
"Apricot","Canino","Zaragoza",1,"Calibration",2018,67,"flowering_f50",66.0833333333333,-0.916666666666671
"Apricot","Canino","Zaragoza",1,"Calibration",2019,55,"flowering_f50",56.2083333333333,1.20833333333334
"Apricot","Canino","Zaragoza",1,"Calibration",2020,56,"flowering_f50",54.2083333333333,-1.79166666666666
"Apricot","Canino","Zaragoza",1,"Calibration",2021,54,"flowering_f50",51.4583333333333,-2.54166666666666
"Apricot","Canino","Cieza",1,"Validation",2007,59,"flowering_f50",63.7083333333333,4.70833333333333
"Apricot","Canino","Cieza",1,"Validation",2022,54,"flowering_f50",54.25,0.25
"Apricot","Canino","Cieza",1,"Validation",2010,72,"flowering_f50",75.2083333333333,3.20833333333333
"Apricot","Canino","Zaragoza",1,"Validation",2005,77,"flowering_f50",77.25,0.25
"Apricot","Canino","Zaragoza",1,"Validation",2011,61,"flowering_f50",56.625,-4.375
"Apricot","Canino","Zaragoza",1,"Validation",2013,68,"flowering_f50",64.125,-3.875
"Apricot","Canino","Zaragoza",1,"Validation",2015,71,"flowering_f50",67.2916666666667,-3.70833333333333
"Apricot","Canino","Zaragoza",1,"Validation",2022,56,"flowering_f50",54.1666666666667,-1.83333333333334
"Apricot","Dorada","Cieza",1,"Calibration",2003,93,"flowering_f50",87.4583333333333,-5.54166666666667
"Apricot","Dorada","Cieza",1,"Calibration",2005,71,"flowering_f50",80.625,9.625
"Apricot","Dorada","Cieza",1,"Calibration",2006,81,"flowering_f50",75.5,-5.5
"Apricot","Dorada","Cieza",1,"Calibration",2007,81,"flowering_f50",85.4166666666667,4.41666666666667
"Apricot","Dorada","Cieza",1,"Calibration",2008,71,"flowering_f50",69.0833333333333,-1.91666666666667
"Apricot","Dorada","Cieza",1,"Calibration",2009,75,"flowering_f50",66.25,-8.75
"Apricot","Dorada","Cieza",1,"Calibration",2010,70,"flowering_f50",85.0416666666667,15.0416666666667
"Apricot","Dorada","Cieza",1,"Calibration",2012,67,"flowering_f50",79.2916666666667,12.2916666666667
"Apricot","Dorada","Cieza",1,"Calibration",2014,78,"flowering_f50",74.2916666666667,-3.70833333333333
"Apricot","Dorada","Cieza",1,"Calibration",2015,85,"flowering_f50",76.25,-8.75
"Apricot","Dorada","Cieza",1,"Calibration",2016,86,"flowering_f50",86.0416666666667,0.0416666666666714
"Apricot","Dorada","Cieza",1,"Calibration",2017,71,"flowering_f50",70.3333333333333,-0.666666666666671
"Apricot","Dorada","Cieza",1,"Calibration",2019,71,"flowering_f50",71.25,0.25
"Apricot","Dorada","Cieza",1,"Validation",2004,88,"flowering_f50",78.8333333333333,-9.16666666666667
"Apricot","Dorada","Cieza",1,"Validation",2022,87,"flowering_f50",73.75,-13.25
"Apricot","Dorada","Cieza",1,"Validation",2018,81,"flowering_f50",74.1666666666667,-6.83333333333333
"Apricot","Dorada","Cieza",1,"Validation",2011,70,"flowering_f50",73.5,3.5
"Apricot","Dorada","Cieza",1,"Validation",2013,85,"flowering_f50",67.4583333333333,-17.5416666666667
"Apricot","Goldrich","Cieza",1,"Calibration",2008,72,"flowering_f50",68.125,-3.875
"Apricot","Goldrich","Cieza",1,"Calibration",2012,70,"flowering_f50",75.0833333333333,5.08333333333333
"Apricot","Goldrich","Cieza",1,"Calibration",2013,76,"flowering_f50",68.375,-7.625
"Apricot","Goldrich","Cieza",1,"Calibration",2014,80,"flowering_f50",68.9583333333333,-11.0416666666667
"Apricot","Goldrich","Cieza",1,"Calibration",2015,72,"flowering_f50",68.4166666666667,-3.58333333333333
"Apricot","Goldrich","Cieza",1,"Calibration",2021,69,"flowering_f50",74.375,5.375
"Apricot","Goldrich","Zaragoza",1,"Calibration",1999,62,"flowering_f50",61.375,-0.625
"Apricot","Goldrich","Zaragoza",1,"Calibration",2000,57,"flowering_f50",55.2916666666667,-1.70833333333334
"Apricot","Goldrich","Zaragoza",1,"Calibration",2001,66,"flowering_f50",61.0833333333333,-4.91666666666666
"Apricot","Goldrich","Zaragoza",1,"Calibration",2002,58,"flowering_f50",59.3333333333333,1.33333333333334
"Apricot","Goldrich","Zaragoza",1,"Calibration",2004,73,"flowering_f50",71.5416666666667,-1.45833333333333
"Apricot","Goldrich","Zaragoza",1,"Calibration",2009,61,"flowering_f50",60.0416666666667,-0.958333333333336
"Apricot","Goldrich","Zaragoza",1,"Calibration",2011,61,"flowering_f50",61.0833333333333,0.0833333333333357
"Apricot","Goldrich","Zaragoza",1,"Calibration",2013,69,"flowering_f50",65.625,-3.375
"Apricot","Goldrich","Zaragoza",1,"Calibration",2014,56,"flowering_f50",65.2083333333333,9.20833333333333
"Apricot","Goldrich","Zaragoza",1,"Calibration",2015,71,"flowering_f50",70.9583333333333,-0.0416666666666714
"Apricot","Goldrich","Zaragoza",1,"Calibration",2016,55,"flowering_f50",64.4166666666667,9.41666666666667
"Apricot","Goldrich","Zaragoza",1,"Calibration",2017,55,"flowering_f50",57.3333333333333,2.33333333333334
"Apricot","Goldrich","Zaragoza",1,"Calibration",2018,67,"flowering_f50",69.25,2.25
"Apricot","Goldrich","Zaragoza",1,"Calibration",2020,51,"flowering_f50",59.5,8.5
"Apricot","Goldrich","Zaragoza",1,"Calibration",2021,51,"flowering_f50",55.25,4.25
"Apricot","Goldrich","Cieza",1,"Validation",2011,59,"flowering_f50",59.125,0.125
"Apricot","Goldrich","Cieza",1,"Validation",2007,71,"flowering_f50",94.125,23.125
"Apricot","Goldrich","Zaragoza",1,"Validation",2003,67,"flowering_f50",69.1666666666667,2.16666666666667
"Apricot","Goldrich","Zaragoza",1,"Validation",2005,77,"flowering_f50",79.6666666666667,2.66666666666667
"Apricot","Goldrich","Zaragoza",1,"Validation",2006,67,"flowering_f50",70.875,3.875
"Apricot","Goldrich","Zaragoza",1,"Validation",2010,70,"flowering_f50",74.0833333333333,4.08333333333333
"Apricot","Goldrich","Zaragoza",1,"Validation",2012,69,"flowering_f50",73.375,4.375
"Apricot","Goldrich","Zaragoza",1,"Validation",2019,59,"flowering_f50",60.125,1.125
"Apricot","Pepito del Rubio","Cieza",1,"Calibration",2004,70,"flowering_f50",71.3333333333333,1.33333333333333
"Apricot","Pepito del Rubio","Cieza",1,"Calibration",2006,63,"flowering_f50",62.1666666666667,-0.833333333333336
"Apricot","Pepito del Rubio","Cieza",1,"Calibration",2007,61,"flowering_f50",62.375,1.375
"Apricot","Pepito del Rubio","Cieza",1,"Calibration",2008,67,"flowering_f50",66.0833333333333,-0.916666666666671
"Apricot","Pepito del Rubio","Cieza",1,"Calibration",2013,69,"flowering_f50",67,-2
"Apricot","Pepito del Rubio","Cieza",1,"Calibration",2015,67,"flowering_f50",60.9166666666667,-6.08333333333334
"Apricot","Pepito del Rubio","Zaragoza",1,"Calibration",2003,72,"flowering_f50",70.125,-1.875
"Apricot","Pepito del Rubio","Zaragoza",1,"Calibration",2004,73,"flowering_f50",74.2083333333333,1.20833333333333
"Apricot","Pepito del Rubio","Zaragoza",1,"Calibration",2005,80,"flowering_f50",79,-1
"Apricot","Pepito del Rubio","Zaragoza",1,"Calibration",2006,72,"flowering_f50",73.1666666666667,1.16666666666667
"Apricot","Pepito del Rubio","Zaragoza",1,"Calibration",2009,65,"flowering_f50",68.1666666666667,3.16666666666667
"Apricot","Pepito del Rubio","Zaragoza",1,"Calibration",2010,79,"flowering_f50",78.125,-0.875
"Apricot","Pepito del Rubio","Zaragoza",1,"Calibration",2011,68,"flowering_f50",68.1666666666667,0.166666666666671
"Apricot","Pepito del Rubio","Zaragoza",1,"Calibration",2012,71,"flowering_f50",73.2083333333333,2.20833333333333
"Apricot","Pepito del Rubio","Zaragoza",1,"Calibration",2015,72,"flowering_f50",69.0416666666667,-2.95833333333333
"Apricot","Pepito del Rubio","Zaragoza",1,"Calibration",2016,60,"flowering_f50",61.2916666666667,1.29166666666666
"Apricot","Pepito del Rubio","Zaragoza",1,"Calibration",2017,60,"flowering_f50",58,-2
"Apricot","Pepito del Rubio","Zaragoza",1,"Calibration",2020,56,"flowering_f50",52.25,-3.75
"Apricot","Pepito del Rubio","Zaragoza",1,"Calibration",2022,41,"flowering_f50",54.2916666666667,13.2916666666667
"Apricot","Pepito del Rubio","Cieza",1,"Validation",2009,67,"flowering_f50",50.1666666666667,-16.8333333333333
"Apricot","Pepito del Rubio","Cieza",1,"Validation",2012,77,"flowering_f50",70.2083333333333,-6.79166666666667
"Apricot","Pepito del Rubio","Cieza",1,"Validation",2014,65,"flowering_f50",46.375,-18.625
"Apricot","Pepito del Rubio","Zaragoza",1,"Validation",2013,69,"flowering_f50",66.2916666666667,-2.70833333333333
"Apricot","Pepito del Rubio","Zaragoza",1,"Validation",2014,66,"flowering_f50",60.9166666666667,-5.08333333333334
"Apricot","Pepito del Rubio","Zaragoza",1,"Validation",2018,67,"flowering_f50",68.125,1.125
"Apricot","Pepito del Rubio","Zaragoza",1,"Validation",2019,61,"flowering_f50",57.2083333333333,-3.79166666666666
"Apricot","Pepito del Rubio","Zaragoza",1,"Validation",2021,55,"flowering_f50",54.0833333333333,-0.916666666666664
"Apricot","Stark E. Orange","Cieza",1,"Calibration",2021,89,"flowering_f50",91,2
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",1999,68,"flowering_f50",70.2916666666667,2.29166666666667
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2000,60,"flowering_f50",61.2083333333333,1.20833333333334
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2003,78,"flowering_f50",73.0833333333333,-4.91666666666667
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2004,80,"flowering_f50",81.125,1.125
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2005,78,"flowering_f50",82.125,4.125
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2009,65,"flowering_f50",72.1666666666667,7.16666666666667
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2010,79,"flowering_f50",79.5833333333333,0.583333333333329
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2011,69,"flowering_f50",70.25,1.25
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2013,85,"flowering_f50",78.1666666666667,-6.83333333333333
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2014,75,"flowering_f50",75.0833333333333,0.0833333333333286
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2015,75,"flowering_f50",74.2083333333333,-0.791666666666671
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2017,61,"flowering_f50",64.125,3.125
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2018,82,"flowering_f50",82.3333333333333,0.333333333333329
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2019,65,"flowering_f50",64.5416666666667,-0.458333333333329
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2020,75,"flowering_f50",73.9583333333333,-1.04166666666667
"Apricot","Stark E. Orange","Zaragoza",1,"Calibration",2021,75,"flowering_f50",72.0833333333333,-2.91666666666667
"Apricot","Stark E. Orange","Cieza",1,"Validation",2007,87,"flowering_f50",108.291666666667,21.2916666666667
"Apricot","Stark E. Orange","Zaragoza",1,"Validation",2001,80,"flowering_f50",65.625,-14.375
"Apricot","Stark E. Orange","Zaragoza",1,"Validation",2002,59,"flowering_f50",70.1666666666667,11.1666666666667
"Apricot","Stark E. Orange","Zaragoza",1,"Validation",2006,70,"flowering_f50",75.5,5.5
"Apricot","Stark E. Orange","Zaragoza",1,"Validation",2012,76,"flowering_f50",74.0833333333333,-1.91666666666667
"Apricot","Stark E. Orange","Zaragoza",1,"Validation",2016,61,"flowering_f50",82.0416666666667,21.0416666666667
"Apricot","Stark E. Orange","Zaragoza",1,"Validation",2022,65,"flowering_f50",69.25,4.25
"Apricot","Sunglo","Zaragoza",1,"Calibration",1999,72,"flowering_f50",71.875,-0.125
"Apricot","Sunglo","Zaragoza",1,"Calibration",2000,62,"flowering_f50",61.0416666666667,-0.958333333333336
"Apricot","Sunglo","Zaragoza",1,"Calibration",2001,70,"flowering_f50",64.0833333333333,-5.91666666666667
"Apricot","Sunglo","Zaragoza",1,"Calibration",2002,63,"flowering_f50",63.125,0.125
"Apricot","Sunglo","Zaragoza",1,"Calibration",2004,85,"flowering_f50",79.875,-5.125
"Apricot","Sunglo","Zaragoza",1,"Calibration",2005,80,"flowering_f50",81.7916666666667,1.79166666666667
"Apricot","Sunglo","Zaragoza",1,"Calibration",2006,70,"flowering_f50",75.2916666666667,5.29166666666667
"Apricot","Sunglo","Zaragoza",1,"Calibration",2009,68,"flowering_f50",70.3333333333333,2.33333333333333
"Apricot","Sunglo","Zaragoza",1,"Calibration",2010,79,"flowering_f50",80.3333333333333,1.33333333333333
"Apricot","Sunglo","Zaragoza",1,"Calibration",2011,69,"flowering_f50",70.6666666666667,1.66666666666667
"Apricot","Sunglo","Zaragoza",1,"Calibration",2012,75,"flowering_f50",76.2916666666667,1.29166666666667
"Apricot","Sunglo","Zaragoza",1,"Calibration",2013,73,"flowering_f50",68.25,-4.75
"Apricot","Sunglo","Zaragoza",1,"Calibration",2014,75,"flowering_f50",69,-6
"Apricot","Sunglo","Zaragoza",1,"Calibration",2016,62,"flowering_f50",65.2916666666667,3.29166666666667
"Apricot","Sunglo","Zaragoza",1,"Calibration",2020,57,"flowering_f50",57.3333333333333,0.333333333333336
"Apricot","Sunglo","Zaragoza",1,"Calibration",2021,60,"flowering_f50",59.1666666666667,-0.833333333333336
"Apricot","Sunglo","Cieza",1,"Validation",2021,83,"flowering_f50",85,2
"Apricot","Sunglo","Zaragoza",1,"Validation",2003,75,"flowering_f50",73.2083333333333,-1.79166666666667
"Apricot","Sunglo","Zaragoza",1,"Validation",2015,77,"flowering_f50",72.125,-4.875
"Apricot","Sunglo","Zaragoza",1,"Validation",2017,62,"flowering_f50",62.2083333333333,0.208333333333336
"Apricot","Sunglo","Zaragoza",1,"Validation",2018,79,"flowering_f50",74.4166666666667,-4.58333333333333
"Apricot","Sunglo","Zaragoza",1,"Validation",2019,65,"flowering_f50",60.1666666666667,-4.83333333333334
"Apricot","Sunglo","Zaragoza",1,"Validation",2022,67,"flowering_f50",65.0833333333333,-1.91666666666667
"Apricot","Mitger","Zaragoza",1,"Calibration",2000,62,"flowering_f50",59.125,-2.875
"Apricot","Mitger","Zaragoza",1,"Calibration",2001,67,"flowering_f50",61.9166666666667,-5.08333333333334
"Apricot","Mitger","Zaragoza",1,"Calibration",2003,69,"flowering_f50",68.2083333333333,-0.791666666666671
"Apricot","Mitger","Zaragoza",1,"Calibration",2004,66,"flowering_f50",67.1666666666667,1.16666666666667
"Apricot","Mitger","Zaragoza",1,"Calibration",2005,80,"flowering_f50",82.125,2.125
"Apricot","Mitger","Zaragoza",1,"Calibration",2009,65,"flowering_f50",67.4166666666667,2.41666666666667
"Apricot","Mitger","Zaragoza",1,"Calibration",2011,69,"flowering_f50",67.9583333333333,-1.04166666666667
"Apricot","Mitger","Zaragoza",1,"Calibration",2012,73,"flowering_f50",73.9166666666667,0.916666666666671
"Apricot","Mitger","Zaragoza",1,"Calibration",2013,69,"flowering_f50",66.25,-2.75
"Apricot","Mitger","Zaragoza",1,"Calibration",2014,69,"flowering_f50",67.0833333333333,-1.91666666666667
"Apricot","Mitger","Zaragoza",1,"Calibration",2015,74,"flowering_f50",72.9166666666667,-1.08333333333333
"Apricot","Mitger","Zaragoza",1,"Calibration",2016,60,"flowering_f50",60.375,0.375
"Apricot","Mitger","Zaragoza",1,"Calibration",2018,73,"flowering_f50",72.0416666666667,-0.958333333333329
"Apricot","Mitger","Zaragoza",1,"Calibration",2019,59,"flowering_f50",60.2916666666667,1.29166666666666
"Apricot","Mitger","Zaragoza",1,"Calibration",2020,53,"flowering_f50",55.25,2.25
"Apricot","Mitger","Zaragoza",1,"Validation",1999,68,"flowering_f50",67.0833333333333,-0.916666666666671
"Apricot","Mitger","Zaragoza",1,"Validation",2002,61,"flowering_f50",62.125,1.125
"Apricot","Mitger","Zaragoza",1,"Validation",2006,70,"flowering_f50",75.2083333333333,5.20833333333333
"Apricot","Mitger","Zaragoza",1,"Validation",2010,77,"flowering_f50",77.0416666666667,0.0416666666666714
"Apricot","Mitger","Zaragoza",1,"Validation",2017,60,"flowering_f50",58.9583333333333,-1.04166666666666
"Apricot","Mitger","Zaragoza",1,"Validation",2021,55,"flowering_f50",55.4583333333333,0.458333333333336
"Apricot","Henderson","Zaragoza",1,"Calibration",1999,68,"flowering_f50",71.125,3.125
"Apricot","Henderson","Zaragoza",1,"Calibration",2000,60,"flowering_f50",66.25,6.25
"Apricot","Henderson","Zaragoza",1,"Calibration",2002,61,"flowering_f50",66.2083333333333,5.20833333333333
"Apricot","Henderson","Zaragoza",1,"Calibration",2006,73,"flowering_f50",74.0833333333333,1.08333333333333
"Apricot","Henderson","Zaragoza",1,"Calibration",2009,70,"flowering_f50",69.2083333333333,-0.791666666666671
"Apricot","Henderson","Zaragoza",1,"Calibration",2010,84,"flowering_f50",81.9166666666667,-2.08333333333333
"Apricot","Henderson","Zaragoza",1,"Calibration",2011,70,"flowering_f50",71.2916666666667,1.29166666666667
"Apricot","Henderson","Zaragoza",1,"Calibration",2013,82,"flowering_f50",71,-11
"Apricot","Henderson","Zaragoza",1,"Calibration",2014,76,"flowering_f50",73.0833333333333,-2.91666666666667
"Apricot","Henderson","Zaragoza",1,"Calibration",2015,77,"flowering_f50",75.0416666666667,-1.95833333333333
"Apricot","Henderson","Zaragoza",1,"Calibration",2016,62,"flowering_f50",73.25,11.25
"Apricot","Henderson","Zaragoza",1,"Calibration",2018,79,"flowering_f50",77.25,-1.75
"Apricot","Henderson","Zaragoza",1,"Calibration",2019,67,"flowering_f50",62.7083333333333,-4.29166666666666
"Apricot","Henderson","Zaragoza",1,"Calibration",2020,75,"flowering_f50",74.125,-0.875
"Apricot","Henderson","Zaragoza",1,"Calibration",2021,75,"flowering_f50",71.125,-3.875
"Apricot","Henderson","Zaragoza",1,"Validation",2001,74,"flowering_f50",64.3333333333333,-9.66666666666667
"Apricot","Henderson","Zaragoza",1,"Validation",2003,78,"flowering_f50",75.0833333333333,-2.91666666666667
"Apricot","Henderson","Zaragoza",1,"Validation",2004,83,"flowering_f50",79.2083333333333,-3.79166666666667
"Apricot","Henderson","Zaragoza",1,"Validation",2005,80,"flowering_f50",81.5,1.5
"Apricot","Henderson","Zaragoza",1,"Validation",2012,76,"flowering_f50",77.2916666666667,1.29166666666667
"Apricot","Henderson","Zaragoza",1,"Validation",2017,62,"flowering_f50",66.25,4.25
"Apricot","Pandora","Zaragoza",1,"Calibration",1999,65,"flowering_f50",63.1666666666667,-1.83333333333334
"Apricot","Pandora","Zaragoza",1,"Calibration",2001,66,"flowering_f50",61,-5
"Apricot","Pandora","Zaragoza",1,"Calibration",2002,59,"flowering_f50",58.2083333333333,-0.791666666666664
"Apricot","Pandora","Zaragoza",1,"Calibration",2003,68,"flowering_f50",68.125,0.125
"Apricot","Pandora","Zaragoza",1,"Calibration",2004,65,"flowering_f50",67.1666666666667,2.16666666666667
"Apricot","Pandora","Zaragoza",1,"Calibration",2005,77,"flowering_f50",78,1
"Apricot","Pandora","Zaragoza",1,"Calibration",2006,67,"flowering_f50",71.0833333333333,4.08333333333333
"Apricot","Pandora","Zaragoza",1,"Calibration",2010,70,"flowering_f50",74.0833333333333,4.08333333333333
"Apricot","Pandora","Zaragoza",1,"Calibration",2012,69,"flowering_f50",69.375,0.375
"Apricot","Pandora","Zaragoza",1,"Calibration",2013,70,"flowering_f50",64.9166666666667,-5.08333333333333
"Apricot","Pandora","Zaragoza",1,"Calibration",2014,59,"flowering_f50",62.0833333333333,3.08333333333334
"Apricot","Pandora","Zaragoza",1,"Calibration",2015,71,"flowering_f50",68,-3
"Apricot","Pandora","Zaragoza",1,"Calibration",2016,54,"flowering_f50",57.0833333333333,3.08333333333334
"Apricot","Pandora","Zaragoza",1,"Calibration",2018,67,"flowering_f50",67.1666666666667,0.166666666666671
"Apricot","Pandora","Zaragoza",1,"Calibration",2020,55,"flowering_f50",54,-1
"Apricot","Pandora","Zaragoza",1,"Calibration",2021,55,"flowering_f50",52.2083333333333,-2.79166666666666
"Apricot","Pandora","Zaragoza",1,"Validation",2000,59,"flowering_f50",54.25,-4.75
"Apricot","Pandora","Zaragoza",1,"Validation",2009,61,"flowering_f50",62.1666666666667,1.16666666666666
"Apricot","Pandora","Zaragoza",1,"Validation",2011,61,"flowering_f50",60.125,-0.875
"Apricot","Pandora","Zaragoza",1,"Validation",2017,55,"flowering_f50",56.0416666666667,1.04166666666666
"Apricot","Pandora","Zaragoza",1,"Validation",2019,59,"flowering_f50",58.375,-0.625
"Apricot","Pandora","Zaragoza",1,"Validation",2022,59,"flowering_f50",58.0833333333333,-0.916666666666664
"Apricot","Veecot","Zaragoza",1,"Calibration",1999,63,"flowering_f50",61.2916666666667,-1.70833333333334
"Apricot","Veecot","Zaragoza",1,"Calibration",2001,64,"flowering_f50",61.125,-2.875
"Apricot","Veecot","Zaragoza",1,"Calibration",2002,58,"flowering_f50",56.2916666666667,-1.70833333333334
"Apricot","Veecot","Zaragoza",1,"Calibration",2004,80,"flowering_f50",76.2083333333333,-3.79166666666667
"Apricot","Veecot","Zaragoza",1,"Calibration",2009,61,"flowering_f50",61.0416666666667,0.0416666666666643
"Apricot","Veecot","Zaragoza",1,"Calibration",2010,70,"flowering_f50",74.2916666666667,4.29166666666667
"Apricot","Veecot","Zaragoza",1,"Calibration",2011,61,"flowering_f50",61.0833333333333,0.0833333333333357
"Apricot","Veecot","Zaragoza",1,"Calibration",2012,69,"flowering_f50",71.3333333333333,2.33333333333333
"Apricot","Veecot","Zaragoza",1,"Calibration",2013,69,"flowering_f50",65.7916666666667,-3.20833333333333
"Apricot","Veecot","Zaragoza",1,"Calibration",2016,56,"flowering_f50",63.2083333333333,7.20833333333334
"Apricot","Veecot","Zaragoza",1,"Calibration",2017,56,"flowering_f50",56.0416666666667,0.0416666666666643
"Apricot","Veecot","Zaragoza",1,"Calibration",2018,73,"flowering_f50",70.0416666666667,-2.95833333333333
"Apricot","Veecot","Zaragoza",1,"Calibration",2019,57,"flowering_f50",56.2083333333333,-0.791666666666664
"Apricot","Veecot","Zaragoza",1,"Calibration",2020,53,"flowering_f50",53.2083333333333,0.208333333333336
"Apricot","Veecot","Zaragoza",1,"Calibration",2021,52,"flowering_f50",51.2916666666667,-0.708333333333336
"Apricot","Veecot","Zaragoza",1,"Calibration",2022,63,"flowering_f50",55.1666666666667,-7.83333333333334
"Apricot","Veecot","Zaragoza",1,"Validation",2000,57,"flowering_f50",52.3333333333333,-4.66666666666666
"Apricot","Veecot","Zaragoza",1,"Validation",2003,67,"flowering_f50",68.9583333333333,1.95833333333333
"Apricot","Veecot","Zaragoza",1,"Validation",2005,77,"flowering_f50",79.0833333333333,2.08333333333333
"Apricot","Veecot","Zaragoza",1,"Validation",2006,67,"flowering_f50",71.0416666666667,4.04166666666667
"Apricot","Veecot","Zaragoza",1,"Validation",2014,59,"flowering_f50",59.0833333333333,0.0833333333333357
"Apricot","Veecot","Zaragoza",1,"Validation",2015,71,"flowering_f50",68.3333333333333,-2.66666666666667
"Apricot","Tadeo","Zaragoza",1,"Calibration",1999,68,"flowering_f50",68.3333333333333,0.333333333333329
"Apricot","Tadeo","Zaragoza",1,"Calibration",2000,60,"flowering_f50",58.1666666666667,-1.83333333333334
"Apricot","Tadeo","Zaragoza",1,"Calibration",2001,69,"flowering_f50",63.125,-5.875
"Apricot","Tadeo","Zaragoza",1,"Calibration",2002,61,"flowering_f50",61.2916666666667,0.291666666666664
"Apricot","Tadeo","Zaragoza",1,"Calibration",2003,71,"flowering_f50",72.4166666666667,1.41666666666667
"Apricot","Tadeo","Zaragoza",1,"Calibration",2005,80,"flowering_f50",82.5416666666667,2.54166666666667
"Apricot","Tadeo","Zaragoza",1,"Calibration",2006,72,"flowering_f50",75.3333333333333,3.33333333333333
"Apricot","Tadeo","Zaragoza",1,"Calibration",2010,74,"flowering_f50",78.9583333333333,4.95833333333333
"Apricot","Tadeo","Zaragoza",1,"Calibration",2011,68,"flowering_f50",69.0416666666667,1.04166666666667
"Apricot","Tadeo","Zaragoza",1,"Calibration",2014,69,"flowering_f50",67.25,-1.75
